country_code,category,statistic,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
TGO,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TGO,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TGO,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TON,Rural,Population using at least basic sanitation services (%),86.0,86.0,86.0,86.0,86.0,86.0,87.0,88.0,88.0,89.0,90.0,90.0,91.0,92.0,92.0,92.0
TON,Urban,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,97.0,97.0,97.0,97.0,97.0
TON,Total,Population using at least basic sanitation services (%),89.0,89.0,89.0,89.0,89.0,89.0,90.0,90.0,91.0,91.0,92.0,92.0,93.0,93.0,93.0,93.0
TON,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TON,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TON,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TTO,Rural,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
TTO,Urban,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
TTO,Total,Population using at least basic sanitation services (%),91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
TTO,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TTO,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TTO,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TUN,Rural,Population using at least basic sanitation services (%),56.0,58.0,60.0,62.0,64.0,65.0,67.0,69.0,71.0,72.0,74.0,76.0,78.0,80.0,81.0,83.0
TUN,Urban,Population using at least basic sanitation services (%),94.0,95.0,95.0,95.0,95.0,96.0,96.0,96.0,96.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0
TUN,Total,Population using at least basic sanitation services (%),80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,88.0,89.0,90.0,91.0,92.0,93.0,93.0
TUN,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TUN,Urban,Population using safely managed sanitation services (%),74.0,75.0,75.0,77.0,78.0,79.0,80.0,81.0,82.0,84.0,85.0,86.0,87.0,88.0,89.0,89.0
TUN,Total,Population using safely managed sanitation services (%),58.0,59.0,59.0,61.0,62.0,63.0,64.0,65.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,73.0
TUR,Rural,Population using at least basic sanitation services (%),70.0,70.0,71.0,73.0,74.0,75.0,77.0,78.0,79.0,81.0,82.0,84.0,85.0,86.0,88.0,89.0
TUR,Urban,Population using at least basic sanitation services (%),90.0,90.0,90.0,91.0,92.0,92.0,93.0,94.0,95.0,95.0,96.0,97.0,98.0,98.0,99.0,99.0
TUR,Total,Population using at least basic sanitation services (%),83.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0,95.0,96.0,96.0
TUR,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TUR,Urban,Population using safely managed sanitation services (%),43.0,43.0,44.0,44.0,44.0,45.0,45.0,45.0,46.0,46.0,47.0,47.0,47.0,48.0,48.0,48.0
TUR,Total,Population using safely managed sanitation services (%),23.0,23.0,23.0,23.0,25.0,27.0,29.0,30.0,32.0,34.0,36.0,38.0,40.0,42.0,44.0,44.0
TKM,Rural,Population using at least basic sanitation services (%),96.0,96.0,97.0,97.0,97.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0
TKM,Urban,Population using at least basic sanitation services (%),94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0
TKM,Total,Population using at least basic sanitation services (%),95.0,95.0,95.0,95.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,97.0
TKM,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TKM,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TKM,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TUV,Rural,Population using at least basic sanitation services (%),,80.0,80.0,80.0,80.0,80.0,81.0,82.0,84.0,85.0,87.0,88.0,90.0,91.0,91.0,91.0
TUV,Urban,Population using at least basic sanitation services (%),,94.0,94.0,94.0,94.0,94.0,94.0,94.0,93.0,93.0,93.0,92.0,92.0,92.0,92.0,92.0
TUV,Total,Population using at least basic sanitation services (%),,86.0,86.0,86.0,87.0,87.0,87.0,88.0,89.0,89.0,90.0,91.0,91.0,92.0,91.0,91.0
TUV,Rural,Population using safely managed sanitation services (%),,8.0,8.0,8.0,8.0,8.0,9.0,10.0,10.0,11.0,12.0,13.0,13.0,14.0,14.0,14.0
TUV,Urban,Population using safely managed sanitation services (%),,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
TUV,Total,Population using safely managed sanitation services (%),,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
UGA,Rural,Population using at least basic sanitation services (%),14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0
UGA,Urban,Population using at least basic sanitation services (%),29.0,29.0,29.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
UGA,Total,Population using at least basic sanitation services (%),15.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0
UGA,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
UGA,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
UGA,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
UKR,Rural,Population using at least basic sanitation services (%),90.0,90.0,90.0,90.0,91.0,91.0,91.0,91.0,91.0,92.0,92.0,92.0,92.0,92.0,93.0,93.0
UKR,Urban,Population using at least basic sanitation services (%),97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
UKR,Total,Population using at least basic sanitation services (%),95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,96.0,96.0,96.0,96.0,96.0
UKR,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
UKR,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
UKR,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
ARE,Rural,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ARE,Urban,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ARE,Total,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ARE,Rural,Population using safely managed sanitation services (%),81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0
ARE,Urban,Population using safely managed sanitation services (%),95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0
ARE,Total,Population using safely managed sanitation services (%),93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0
GBR,Rural,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
GBR,Urban,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
GBR,Total,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
GBR,Rural,Population using safely managed sanitation services (%),92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
GBR,Urban,Population using safely managed sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
GBR,Total,Population using safely managed sanitation services (%),97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
TZA,Rural,Population using at least basic sanitation services (%),5.0,6.0,7.0,8.0,8.0,9.0,10.0,11.0,12.0,12.0,13.0,14.0,15.0,16.0,16.0,17.0
TZA,Urban,Population using at least basic sanitation services (%),12.0,13.0,15.0,17.0,18.0,20.0,22.0,24.0,25.0,27.0,29.0,30.0,32.0,34.0,35.0,37.0
TZA,Total,Population using at least basic sanitation services (%),7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,18.0,19.0,20.0,21.0,22.0,24.0
TZA,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TZA,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TZA,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
USA,Rural,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
USA,Urban,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
USA,Total,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
USA,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
USA,Urban,Population using safely managed sanitation services (%),95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0
USA,Total,Population using safely managed sanitation services (%),89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
URY,Rural,Population using at least basic sanitation services (%),85.0,85.0,85.0,85.0,85.0,86.0,87.0,88.0,89.0,90.0,90.0,91.0,92.0,93.0,94.0,95.0
URY,Urban,Population using at least basic sanitation services (%),95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,96.0,96.0
URY,Total,Population using at least basic sanitation services (%),94.0,94.0,94.0,94.0,94.0,94.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,96.0
URY,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
URY,Urban,Population using safely managed sanitation services (%),63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
URY,Total,Population using safely managed sanitation services (%),62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,63.0,64.0
UZB,Rural,Population using at least basic sanitation services (%),85.0,87.0,90.0,92.0,95.0,97.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
UZB,Urban,Population using at least basic sanitation services (%),97.0,97.0,98.0,98.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
UZB,Total,Population using at least basic sanitation services (%),89.0,91.0,93.0,94.0,96.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
UZB,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
UZB,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
UZB,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
VUT,Rural,Population using at least basic sanitation services (%),51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
VUT,Urban,Population using at least basic sanitation services (%),61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0
VUT,Total,Population using at least basic sanitation services (%),53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
VUT,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
VUT,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
VUT,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
VEN,Rural,Population using at least basic sanitation services (%),52.0,54.0,56.0,57.0,59.0,60.0,62.0,63.0,65.0,66.0,68.0,69.0,71.0,72.0,72.0,72.0
VEN,Urban,Population using at least basic sanitation services (%),92.0,92.0,93.0,93.0,94.0,94.0,95.0,95.0,96.0,96.0,96.0,97.0,97.0,98.0,98.0,98.0
VEN,Total,Population using at least basic sanitation services (%),87.0,88.0,89.0,89.0,90.0,90.0,91.0,91.0,92.0,93.0,93.0,94.0,94.0,95.0,95.0,95.0
VEN,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
VEN,Urban,Population using safely managed sanitation services (%),17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
VEN,Total,Population using safely managed sanitation services (%),17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
VNM,Rural,Population using at least basic sanitation services (%),44.0,46.0,48.0,50.0,52.0,53.0,55.0,57.0,59.0,61.0,63.0,64.0,66.0,68.0,70.0,72.0
VNM,Urban,Population using at least basic sanitation services (%),82.0,83.0,83.0,84.0,85.0,85.0,86.0,86.0,87.0,87.0,88.0,89.0,89.0,90.0,90.0,91.0
VNM,Total,Population using at least basic sanitation services (%),53.0,55.0,57.0,59.0,60.0,62.0,64.0,65.0,67.0,69.0,70.0,72.0,74.0,75.0,77.0,78.0
VNM,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
VNM,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
VNM,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
YEM,Rural,Population using at least basic sanitation services (%),26.0,26.0,26.0,27.0,29.0,30.0,31.0,33.0,34.0,36.0,37.0,38.0,40.0,41.0,42.0,44.0
YEM,Urban,Population using at least basic sanitation services (%),84.0,84.0,84.0,84.0,85.0,85.0,86.0,86.0,87.0,87.0,88.0,88.0,89.0,89.0,89.0,90.0
YEM,Total,Population using at least basic sanitation services (%),41.0,42.0,42.0,43.0,45.0,46.0,47.0,49.0,50.0,52.0,53.0,54.0,56.0,57.0,58.0,60.0
YEM,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
YEM,Urban,Population using safely managed sanitation services (%),53.0,53.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,62.0,63.0,64.0,65.0,66.0,67.0
YEM,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
ZMB,Rural,Population using at least basic sanitation services (%),13.0,13.0,13.0,14.0,14.0,15.0,15.0,16.0,16.0,16.0,17.0,17.0,18.0,18.0,18.0,19.0
ZMB,Urban,Population using at least basic sanitation services (%),51.0,51.0,51.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0,49.0,49.0,49.0
ZMB,Total,Population using at least basic sanitation services (%),26.0,26.0,27.0,27.0,27.0,28.0,28.0,28.0,29.0,29.0,29.0,30.0,30.0,30.0,31.0,31.0
ZMB,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
ZMB,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
ZMB,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
ZWE,Rural,Population using at least basic sanitation services (%),36.0,36.0,35.0,35.0,35.0,34.0,34.0,34.0,33.0,33.0,33.0,33.0,32.0,32.0,32.0,31.0
ZWE,Urban,Population using at least basic sanitation services (%),54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0
ZWE,Total,Population using at least basic sanitation services (%),42.0,42.0,42.0,41.0,41.0,41.0,41.0,41.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,39.0
ZWE,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
ZWE,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
ZWE,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
