country_code,statistic,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
SDN,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,57,61,69,69,72
SDN,Neonates protected at birth against neonatal tetanus (PAB) (%),,1,1,2,3,4,7,14,20,30,72,72,64,62,68,76,64,69,71,76,61,63,62,65,68,68,70,72,70,74,74,74,74,74,74,77,77,80
SDN,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,97,93,93,95
SDN,Polio (Pol3) immunization coverage among 1-year-olds (%),1,1,2,3,4,8,14,27,41,61,62,62,53,51,46,48,56,55,48,64,62,66,60,69,74,78,77,84,85,81,90,93,92,93,94,93,93,95
SDN,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,75,80,86,84,90,95
SUR,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,28,44,44
SUR,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,,,89,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,93,93,93,93,93,93,93,93,93,93,93,93
SUR,Polio (Pol3) immunization coverage among 1-year-olds (%),24,22,53,83,79,85,80,70,71,71,81,77,71,75,71,81,84,81,90,84,70,65,74,74,84,84,84,84,85,85,96,86,84,86,85,89,91,68
SWE,BCG immunization coverage among 1-year-olds (%),3,4,6,10,16,16,14,14,14,13,13,12,13,13,13,14,14,15,16,16,16,16,16,17,18,20,21,23,23,24,27,26,24,26,25,25,25,25
SWE,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,94,94,94,95,95,95,95,95,94,95,94,95,95,95,95,95,95,95
SWE,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,98,98,98,97,97,96,96,96,96
SWE,Polio (Pol3) immunization coverage among 1-year-olds (%),97,98,98,98,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,98,98,98,98,98,98,98,97,97,97,97
CHE,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,71,71,71,83,83,83,86,86,86,87,87,87,89
CHE,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,25,37,50,62,75,80,80,80,83
CHE,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,98,97,95,98,98,95,95,95,95,95,95,95,92,95,95,95,95,95,95,94,94,94,96,96,96,96,96,96,96,96,96,96
SYR,BCG immunization coverage among 1-year-olds (%),35,36,37,45,49,53,98,71,87,98,92,95,92,91,91,91,91,91,91,91,91,91,90,90,90,90,91,93,93,95,97,90,82,84,81,66,66,66
SYR,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,80,83,84,83,82,81,81,81,81,82,82,71,53,51,49,47,52,59
SYR,Neonates protected at birth against neonatal tetanus (PAB) (%),1,3,3,5,6,8,9,19,14,25,63,69,72,84,75,76,82,79,82,86,90,90,90,92,91,92,93,92,94,94,94,94,94,94,92,91,91,91
SYR,Polio (Pol3) immunization coverage among 1-year-olds (%),13,14,15,21,25,29,86,42,59,94,91,89,89,90,89,89,88,87,88,87,86,83,86,85,84,83,83,83,83,83,83,60,47,50,52,50,48,53
TJK,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,,88,69,96,96,99,99,98,98,98,96,97,98,95,97,93,83,89,82,98,97,97,98,98,98,98,98
TJK,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,59,72,93,94,98,92,96,90,87,93,95,96,97,92,98,94,97,98
TJK,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,61,65,80,69,77,80,82,84,86,84,84,82,82,79,76,85,87,93,95,97,96,97,94,96,97,97
TJK,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,96,97
THA,BCG immunization coverage among 1-year-olds (%),68,71,73,75,76,80,83,93,91,98,99,99,99,99,99,98,98,99,99,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
THA,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,99,86,89,92,95,95,94,94,91,91,91,91,91,94,94,95,95,95
THA,Neonates protected at birth against neonatal tetanus (PAB) (%),25,32,39,43,38,41,40,62,60,67,75,74,76,71,84,87,83,82,83,85,85,86,86,88,88,88,88,89,91,91,91,91,91,91,95,95,95,98
THA,Polio (Pol3) immunization coverage among 1-year-olds (%),19,31,39,46,56,61,66,71,80,84,92,90,84,89,93,96,94,95,96,97,97,97,97,98,98,98,98,98,99,99,99,99,99,99,99,99,99,99
TLS,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,75,72,72,70,74,74,85,74,79,79,86,86,79,79,79,79
TLS,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50
TLS,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,,,,,,,,,,,,,,,,,,55,58,64,59,63,59,66,81,81,81,81,81,81,81,81,83
TLS,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,38,55,57,55,62,70,79,78,72,66,83,82,76,75,75,75
TGO,BCG immunization coverage among 1-year-olds (%),,44,48,51,55,54,53,95,91,94,99,96,92,89,86,83,79,76,70,81,84,83,81,79,91,96,96,91,92,91,97,97,97,97,79,86,79,75
TGO,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,,,,68,44,47,30,27,29,26,52,55,57,51,62,63,60,60,75,79,81,81,82,81,81,81,81,81,77,81,81,81,83
TGO,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,86,89,90
TGO,Polio (Pol3) immunization coverage among 1-year-olds (%),,9,10,10,11,23,35,60,54,72,76,73,69,66,62,59,53,47,43,57,63,51,58,72,71,80,85,72,80,78,83,85,84,84,85,88,89,84
TGO,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,85,90,90
TON,BCG immunization coverage among 1-year-olds (%),99,86,98,83,78,99,98,93,95,97,99,99,96,97,99,99,99,99,99,99,97,88,92,95,95,93,93,92,91,90,89,89,84,89,89,80,80,89
TON,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,82,85,84,85,85,84,84,84,85,81,86,78,85,85,85
TON,Polio (Pol3) immunization coverage among 1-year-olds (%),20,37,80,57,46,81,73,87,92,93,93,92,99,96,90,93,99,96,96,91,91,91,85,91,91,90,89,88,88,86,84,84,79,84,82,80,80,83
TTO,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,80,77,73,78,84,78,87,81,80,82,83,85,86,93,79,65,65
TTO,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,80,95,93,91,93
TTO,Polio (Pol3) immunization coverage among 1-year-olds (%),38,55,59,61,66,74,71,80,83,77,87,81,87,78,85,90,90,91,91,90,90,91,96,91,94,95,89,90,91,90,91,91,91,94,94,88,84,94
TUN,BCG immunization coverage among 1-year-olds (%),,,87,88,89,90,92,93,95,96,96,96,97,97,97,97,97,97,93,94,95,91,91,93,97,98,99,99,99,98,98,98,99,97,95,97,95,91
TUN,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,98,99,98,99,99,99,98,98,99,97,98,96,96,98,95,98,97,97
TUN,Neonates protected at birth against neonatal tetanus (PAB) (%),2,2,3,3,5,8,14,27,37,39,40,42,54,57,56,58,80,80,85,82,68,87,86,87,89,90,89,96,96,96,96,96,96,96,96,96,96,96
TUN,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,62,66,70,72,84,91,93,93,93,95,94,93,94,95,96,96,99,97,98,96,95,97,98,99,98,99,99,98,98,97,98,98,98,98,98
TUR,BCG immunization coverage among 1-year-olds (%),,42,47,65,71,76,82,87,97,95,93,91,89,90,91,90,89,89,91,93,96,95,89,88,85,88,88,94,96,96,97,96,96,96,95,96,96,93
TUR,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,91,83,97,97,98,84,94,92,88,91,86,85,98,88,86,85,86
TUR,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,,,,11,15,20,75,75,75,43,42,43,47,48,49,50,52,52,53,77,62,68,70,71,71,90,90,90,90,90,90,90,95
TUR,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,93,96,97,97,96,97,98,96
TUR,Polio (Pol3) immunization coverage among 1-year-olds (%),63,69,61,59,57,55,45,86,86,79,84,72,77,76,91,67,73,79,81,79,85,88,78,69,85,90,90,96,96,96,97,97,97,98,96,97,98,96
TKM,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,,97,94,97,93,93,97,98,99,99,99,99,99,99,99,99,99,99,99,99,98,99,98,99,99,98,98
TKM,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,92,94,87,89,90,98,99,98,99,99,99,99,99,99,99,99,99,99
TKM,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,91,92,94,96,98,99,99,98,98,94,99,66,98,99,98,98,96,97,96,97,98,98,98,99,98,99
TUV,BCG immunization coverage among 1-year-olds (%),99,89,78,99,90,90,92,86,95,98,96,95,97,87,90,88,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,99
TUV,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,99,97,93,90,86,83,74,82,84,87,90,93,84,91,86,92,94
TUV,Polio (Pol3) immunization coverage among 1-year-olds (%),23,44,79,83,74,97,73,59,91,66,84,71,86,86,95,85,92,80,78,84,82,96,98,93,98,99,97,97,99,85,89,96,97,90,89,96,94,96
UGA,BCG immunization coverage among 1-year-olds (%),,18,23,28,32,37,51,61,70,72,75,77,79,82,84,83,82,82,75,80,82,83,85,87,88,90,83,87,86,90,86,97,96,96,95,96,96,89
UGA,Neonates protected at birth against neonatal tetanus (PAB) (%),,18,19,19,16,12,13,19,22,29,41,50,82,84,83,82,77,72,68,69,70,72,78,78,82,85,83,85,85,89,85,85,85,85,85,85,85,85
UGA,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,64,77,81
UGA,Polio (Pol3) immunization coverage among 1-year-olds (%),,8,9,11,12,13,21,30,38,42,45,49,52,56,59,58,57,55,50,54,55,56,57,57,58,59,62,70,69,78,79,79,79,78,78,80,80,80
UKR,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,,93,89,92,95,97,97,97,99,98,98,98,98,98,96,97,98,95,94,92,90,95,95,39,39,75,84
UKR,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,99,98,98,99,97,96,98,96,95,68,41,56,54,54,57,57,31,84
UKR,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,89,91,96,97,99,99,98,98,99,99,99,99,99,95,99,98,91,74,57,54,72,72,45,51,56,48
ARE,BCG immunization coverage among 1-year-olds (%),15,18,28,37,42,60,78,92,93,96,96,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,96,94,94,90,96,99,95
ARE,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,92,92,92,92,92,94,93,93,92,93,94,95,96,98,99,99,99,99
ARE,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,95,96,98,99,99,99,96
ARE,Polio (Pol3) immunization coverage among 1-year-olds (%),11,45,46,50,59,74,77,80,82,85,85,85,86,90,90,90,90,92,94,94,94,94,94,94,94,94,94,94,94,94,94,95,96,98,99,99,99,96
ARE,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,87,92,90
GBR,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,76,74,74,77,76,75,75,74,75,79,84,85,87,88,89,89,89,88
GBR,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,90,92,93,93,93,92,92
GBR,Polio (Pol3) immunization coverage among 1-year-olds (%),81,82,84,84,84,95,85,87,87,89,92,93,95,95,95,96,96,92,91,92,91,91,91,91,92,91,92,92,92,93,94,95,95,95,95,95,94,94
GBR,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,90,90
TZA,BCG immunization coverage among 1-year-olds (%),72,74,64,83,73,90,82,94,93,92,85,95,99,94,92,96,80,85,83,87,86,91,88,91,91,91,90,89,89,93,99,99,99,99,99,99,99,99
TZA,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,57,71,79
TZA,Neonates protected at birth against neonatal tetanus (PAB) (%),37,38,41,43,44,51,59,64,65,75,77,81,82,83,84,85,85,81,81,81,79,80,80,80,80,81,81,81,81,90,83,88,88,88,88,90,90,90
TZA,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,93,95,96,97
TZA,Polio (Pol3) immunization coverage among 1-year-olds (%),57,46,48,49,47,64,73,80,82,66,78,81,82,78,83,79,80,79,79,74,64,65,91,97,95,91,91,88,89,88,94,88,90,91,97,96,93,96
TZA,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,97,98,96,97
USA,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,94
USA,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,93,93,94,92,92,93,93,93,93
USA,Polio (Pol3) immunization coverage among 1-year-olds (%),95,96,97,97,97,96,97,97,97,91,85,78,72,79,84,88,91,91,91,90,90,89,90,91,92,92,93,93,94,93,93,94,93,93,93,93,94,94
USA,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,59,67,69,73,72,72,73,73
URY,BCG immunization coverage among 1-year-olds (%),56,76,76,99,93,92,92,98,98,99,99,99,99,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,99,98,98,98
URY,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,93,93,92,92
URY,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,92,93,93,95,94,94,94
URY,Polio (Pol3) immunization coverage among 1-year-olds (%),59,60,72,77,80,58,64,85,82,88,97,96,93,92,91,91,91,91,91,93,92,94,93,91,95,96,95,94,94,95,95,95,95,94,95,95,95,95
UZB,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,,98,98,93,99,96,97,97,98,98,98,99,99,99,93,99,99,96,99,99,99,99,99,99,99,99,99
UZB,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,98,98,97,98,99,81,63,44,26,8,54,99,99,99,99,99,99,99
UZB,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,99
UZB,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,85,46,79,99,97,98,99,99,99,99,99,99,99,99,94,98,98,99,99,99,99,99,99,99,99,99
UZB,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,95,99,99
VUT,BCG immunization coverage among 1-year-olds (%),,32,61,58,64,83,75,79,73,80,96,99,84,96,82,67,72,78,78,79,79,79,80,80,80,81,81,83,85,86,88,90,92,93,95,95,94,95
VUT,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,6,6,19,19,25,20,20,47,25,54,56,30,33,29,23,76,84,86,87,82,77,78,84,88,73,73,73,73,75,75,75,75,78,78,78
VUT,Polio (Pol3) immunization coverage among 1-year-olds (%),,,17,18,27,27,31,53,58,70,78,82,78,87,74,74,68,67,67,67,67,67,67,67,67,67,67,69,70,72,74,75,77,78,80,80,81,83
VEN,BCG immunization coverage among 1-year-olds (%),72,77,76,82,92,89,86,63,76,88,82,90,85,81,95,91,90,89,82,98,99,93,90,91,96,95,83,82,90,91,92,95,96,95,97,99,99,99
VEN,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,31,26,33,38,50,52,53,59
VEN,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,,,,,,,,,,,,,,,,,24,26,48,48,51,49,51,52,50,50,50,50,75,75,75,75,70
VEN,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,7,
VEN,Polio (Pol3) immunization coverage among 1-year-olds (%),95,75,76,77,59,59,64,61,74,67,72,74,73,72,73,85,73,76,62,86,86,87,81,86,83,80,73,67,76,75,74,78,73,82,79,87,82,79
VEN,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,13,29,50,54,49,66,76,77,76,84,47,18
VNM,BCG immunization coverage among 1-year-olds (%),,,,4,48,50,55,59,79,94,90,91,91,94,96,96,95,96,93,95,98,97,97,97,96,95,95,94,92,97,94,98,98,95,96,97,95,97
VNM,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,18,97,96,98,93,83,86,94,92,95,93
VNM,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,,,,5,18,24,21,38,69,76,80,89,86,82,83,86,86,86,85,85,86,87,86,84,87,87,87,91,91,91,94,94,94
VNM,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,2,5,62,45,45,54,70,88,88,89,91,94,94,94,95,94,93,96,96,92,96,96,94,94,92,93,97,94,96,97,93,96,97,95,94
YEM,BCG immunization coverage among 1-year-olds (%),9,12,13,15,16,20,23,39,52,75,95,63,54,57,41,60,58,54,66,79,82,78,73,66,64,66,67,64,60,58,65,59,64,71,73,47,73,66
YEM,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,21,26,32,35,38,43,46,40,47,45,41,49,46
YEM,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,3,3,8,4,7,17,14,15,12,17,30,33,30,39,41,54,58,68,65,69,59,56,52,63,66,66,66,66,70,70,70,70,70
YEM,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,67,73,73,69,71,68
YEM,Polio (Pol3) immunization coverage among 1-year-olds (%),1,3,4,5,7,12,13,18,36,56,84,47,50,54,33,44,47,40,68,71,74,73,64,61,72,80,78,79,78,76,77,69,68,67,67,63,65,62
YEM,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,56,57,52,59,68
ZMB,BCG immunization coverage among 1-year-olds (%),,72,70,68,71,92,95,97,97,97,97,95,94,92,98,97,96,95,95,95,94,94,94,93,93,92,92,91,91,92,92,92,92,95,99,97,99,99
ZMB,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,47,58,64
ZMB,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,,36,42,44,51,62,73,46,60,75,85,87,66,70,74,78,85,87,89,90,91,90,89,90,90,90,81,81,81,85,85,85,85
ZMB,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,81,90,94
ZMB,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,46,50,61,74,81,81,81,90,80,83,87,90,84,83,82,83,84,85,86,85,85,84,84,83,77,90,93,80,83,70,74,78,90,87,92
ZMB,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,82,90,96
ZWE,BCG immunization coverage among 1-year-olds (%),,64,65,67,69,76,94,94,89,90,91,91,91,95,95,96,96,92,88,86,84,82,80,78,76,80,84,87,91,90,99,98,98,95,99,90,95,95
ZWE,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,78
ZWE,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,31,44,56,55,54,54,57,60,65,68,69,42,75,78,74,75,76,77,78,78,79,77,78,78,76,76,76,66,66,66,75,75,75,87
ZWE,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,95,91,87,90,89
ZWE,Polio (Pol3) immunization coverage among 1-year-olds (%),,38,46,53,61,63,82,86,87,88,89,88,86,85,87,88,90,86,84,81,78,76,73,70,67,69,71,73,75,69,89,93,95,95,92,88,90,89
ZWE,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,87,91,91
